gettext, 0.21 1,https://github.com/aabacchus/miktex-kiss-repo,gettext,
apr,1.7.0 1,https://github.com/aabacchus/miktex-kiss-repo,apr,
gettext-tiny,0.3.2 1,https://github.com/aabacchus/miktex-kiss-repo,gettext-tiny,
gd,2.3.2 1,https://github.com/aabacchus/miktex-kiss-repo,gd,
miktex,21.7 1,https://github.com/aabacchus/miktex-kiss-repo,miktex,
uriparser,0.9.5 1,https://github.com/aabacchus/miktex-kiss-repo,uriparser,
graphite,1.3.14 1,https://github.com/aabacchus/miktex-kiss-repo,graphite,
zziplib,0.13.72 1,https://github.com/aabacchus/miktex-kiss-repo,zziplib,
graphite-harfbuzz,2.8.2 1,https://github.com/aabacchus/miktex-kiss-repo,graphite-harfbuzz,
lapack,3.9.0 1,https://github.com/aosync/kiss-octave,lapack,
qt5-tools,5.15.0 2,https://github.com/aosync/kiss-octave,qt5-tools,
glpk,4.65 2,https://github.com/aosync/kiss-octave,glpk,
octave,5.2.0 3,https://github.com/aosync/kiss-octave,octave,
arpack-ng,git 1,https://github.com/aosync/kiss-octave,arpack-ng,
portaudio,190600 2,https://github.com/aosync/kiss-octave,portaudio,
octave-gui,5.2.0 3,https://github.com/aosync/kiss-octave,octave-gui,
fltk,1.3.5 2,https://github.com/aosync/kiss-octave,fltk,
fftw,3.3.8 1,https://github.com/aosync/kiss-octave,fftw,
qhull,8.0.0 1,https://github.com/aosync/kiss-octave,qhull,
pylint,2.5.3 1,https://github.com/cemkeylan/backyard,backyard/pylint,
abook,0.5.4 1,https://github.com/cemkeylan/backyard,backyard/abook,
gnu-efi,3.0.12 1,https://github.com/cemkeylan/backyard,backyard/gnu-efi,
popt,1.16 1,https://github.com/cemkeylan/backyard,backyard/popt,
mg,git 1,https://github.com/cemkeylan/backyard,backyard/mg,
libunistring,0.9.10 1,https://github.com/cemkeylan/backyard,backyard/libunistring,
outils,git 1,https://github.com/cemkeylan/backyard,backyard/outils,
pax,20200904 1,https://github.com/cemkeylan/backyard,backyard/pax,
hplip,3.20.5 1,https://github.com/cemkeylan/backyard,backyard/hplip,
kcov,38 1,https://github.com/cemkeylan/backyard,backyard/kcov,
devour,11.0 1,https://github.com/cemkeylan/backyard,backyard/devour,
vis,0.22 2,https://github.com/cemkeylan/backyard,backyard/vis,
yash,2.49 1,https://github.com/cemkeylan/backyard,backyard/yash,
librsvg,2.50.1 1,https://github.com/cemkeylan/backyard,backyard/librsvg,
uemacs,git 1,https://github.com/cemkeylan/backyard,backyard/uemacs,
inetutils,1.9.4 1,https://github.com/cemkeylan/backyard,backyard/inetutils,
libevent,2.1.11 1,https://github.com/cemkeylan/backyard,backyard/libevent,
openresolv,3.10.0 1,https://github.com/cemkeylan/backyard,backyard/openresolv,
refind,0.12.0 1,https://github.com/cemkeylan/backyard,backyard/refind,
hitch,1.5.2 1,https://github.com/cemkeylan/backyard,backyard/hitch,
guile,2.0.14 1,https://github.com/cemkeylan/backyard,backyard/guile,
sane,1.0.30 1,https://github.com/cemkeylan/backyard,backyard/sane,
acl,2.2.53 1,https://github.com/cemkeylan/backyard,backyard/acl,
python-pyserial,3.4 1,https://github.com/cemkeylan/backyard,backyard/python-pyserial,
nvi,1.81.6 1,https://github.com/cemkeylan/backyard,backyard/nvi,
redo-py,0.42c 1,https://github.com/cemkeylan/backyard,backyard/redo-py,
grabc,1.0.2 1,https://github.com/cemkeylan/backyard,backyard/grabc,
sb,1.4.0 1,https://github.com/cemkeylan/kiss-repository,personal/sb,
dmenu,5.0-1 1,https://github.com/cemkeylan/kiss-repository,personal/dmenu,
aspell-de,20161207-7-0 1,https://github.com/cemkeylan/kiss-repository,personal/aspell-de,
abook,0.5.4 1,https://github.com/cemkeylan/kiss-repository,personal/abook,
htop-vim,git 1,https://github.com/cemkeylan/kiss-repository,personal/htop-vim,
sxss,0.1.0 1,https://github.com/cemkeylan/kiss-repository,personal/sxss,
mu,1.4.13 1,https://github.com/cemkeylan/kiss-repository,personal/mu,
merge-hosts,0.01.0 1,https://github.com/cemkeylan/kiss-repository,personal/merge-hosts,
aspell-tr,0.50.0 1,https://github.com/cemkeylan/kiss-repository,personal/aspell-tr,
pamixer,git 1,https://github.com/cemkeylan/kiss-repository,personal/pamixer,
youtube-dl-git,git 1,https://github.com/cemkeylan/kiss-repository,personal/youtube-dl-git,
stow,2.3.1 1,https://github.com/cemkeylan/kiss-repository,personal/stow,
pulsemixer,1.5.1 1,https://github.com/cemkeylan/kiss-repository,personal/pulsemixer,
st,1.2.4 1,https://github.com/cemkeylan/kiss-repository,personal/st,
dwm-notify-send,git 1,https://github.com/cemkeylan/kiss-repository,personal/dwm-notify-send,
spotifyd,0.2.24 1,https://github.com/cemkeylan/kiss-repository,personal/spotifyd,
zfs,0.8.5 1,https://github.com/cemkeylan/kiss-repository,personal/zfs,
dwm,1.3 2,https://github.com/cemkeylan/kiss-repository,personal/dwm,
source-code-pro,2.030 1,https://github.com/cemkeylan/kiss-repository,personal/source-code-pro,
surf,1.00.0 1,https://github.com/cemkeylan/kiss-repository,personal/surf,
tabbed,1.0.1 1,https://github.com/cemkeylan/kiss-repository,personal/tabbed,
gnu-c-manual,0.2.5 1,https://github.com/cemkeylan/kiss-repository,personal/gnu-c-manual,
nap-utils,git 1,https://github.com/cemkeylan/kiss-repository,personal/nap-utils,
linux,5.8.10 1,https://github.com/cemkeylan/kiss-repository,personal/linux,
xscreenshot,git 1,https://github.com/cemkeylan/kiss-repository,personal/xscreenshot,
kvp,0.01.1 1,https://github.com/cemkeylan/kiss-repository,personal/kvp,
lemonbar,git 1 ,https://github.com/cemkeylan/kiss-repository,personal/lemonbar,
shinit,git 1,https://github.com/cemkeylan/kiss-repository,personal/shinit,
picom,20200804 1,https://github.com/cemkeylan/kiss-repository,personal/picom,
grabc,1.0.2 1,https://github.com/cemkeylan/kiss-repository,personal/grabc,
mg,git 1,https://github.com/cemkeylan/kiss-repository,editors/mg,
vis,0.22 2,https://github.com/cemkeylan/kiss-repository,editors/vis,
nvi,1.81.6 1,https://github.com/cemkeylan/kiss-repository,editors/nvi,
libslirp,4.4.0 1,https://github.com/davidgarland/dgkiss,dgkiss/libslirp,
MultiMC,git 1,https://github.com/davidgarland/dgkiss,dgkiss/MultiMC,
tcc,0.9.27 1,https://github.com/davidgarland/dgkiss,dgkiss/tcc,
openjdk11-hotspot-bin,11.0.9.1+1 1,https://github.com/davidgarland/dgkiss,dgkiss/openjdk11-hotspot-bin,
chrony,4.0 1,https://github.com/davidgarland/dgkiss,dgkiss/chrony,
glfw,3.3.2 1,https://github.com/davidgarland/dgkiss,dgkiss/glfw,
fftw,3.3.9 1,https://github.com/davidgarland/dgkiss,dgkiss/fftw,
melonDS,0.9 1,https://github.com/davidgarland/dgkiss,dgkiss/melonDS,
firefox-bin,83.0 1,https://github.com/depsterr/kiss-firefox-bin,firefox-bin,
firefox-esr-bin,78.5.0esr 1,https://github.com/depsterr/kiss-firefox-bin,firefox-esr-bin,
pandoc,2.9.2.1 1,https://github.com/dilyn-corner/KISS-haskell,KISS-haskell/pandoc,
ghc-bootstrap,8.10.2 1,https://github.com/dilyn-corner/KISS-haskell,KISS-haskell/ghc-bootstrap,
ghc,8.10.2 1,https://github.com/dilyn-corner/KISS-haskell,KISS-haskell/ghc,
cabal,3.2.0.0 1,https://github.com/dilyn-corner/KISS-haskell,KISS-haskell/cabal,
rspamd,2.7 1,https://github.com/dilyn-corner/KISS-host,host/rspamd,
bubger,git 1,https://github.com/dilyn-corner/KISS-host,host/bubger,
dovecot,2.3.14 1,https://github.com/dilyn-corner/KISS-host,host/dovecot,
redis,6.2.3 1,https://github.com/dilyn-corner/KISS-host,host/redis,
rsync,3.2.3 1,https://github.com/dilyn-corner/KISS-host,host/rsync,
ragel,6.10 1,https://github.com/dilyn-corner/KISS-host,host/ragel,
filter-senderscore,git 1,https://github.com/dilyn-corner/KISS-host,host/filter-senderscore,
fts,1.2.7 1,https://github.com/dilyn-corner/KISS-host,host/fts,
opensmtpd,6.8.0p2 1,https://github.com/dilyn-corner/KISS-host,host/opensmtpd,
libsodium,1.0.18 1,https://github.com/dilyn-corner/KISS-host,host/libsodium,
libgit2,1.1.0 1,https://github.com/dilyn-corner/KISS-host,host/libgit2,
stagit,0.9.5 1,https://github.com/dilyn-corner/KISS-host,host/stagit,
filter-rspamd,0.1.7 1,https://github.com/dilyn-corner/KISS-host,host/filter-rspamd,
libasr,1.0.4 1,https://github.com/dilyn-corner/KISS-host,host/libasr,
mlmmj,1.3.0 1,https://github.com/dilyn-corner/KISS-host,host/mlmmj,
bluedevil,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/bluedevil,
kwin,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kwin,
ksshaskpass,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/ksshaskpass,
sddm-kcm,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/sddm-kcm,
plasma-integration,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/plasma-integration,
plasma-workspace,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/plasma-workspace,
systemsettings,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/systemsettings,
powerdevil,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/powerdevil,
kwayland-integration,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kwayland-integration,
kscreenlocker,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kscreenlocker,
kgamma5,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kgamma5,
layer-shell-qt,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/layer-shell-qt,
kwallet-pam,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kwallet-pam,
kde-cli-tools,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kde-cli-tools,
plasma-desktop,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/plasma-desktop,
kdecoration,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kdecoration,
ksysguard,5.21.90 1,https://github.com/dilyn-corner/KISS-kde,plasma/ksysguard,
libkscreen,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/libkscreen,
plasma-browser-integration,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/plasma-browser-integration,
plasma-workspace-wallpapers,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/plasma-workspace-wallpapers,
kdeplasma-addons,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kdeplasma-addons,
kwayland-server,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kwayland-server,
kwinft,5.22.0 1,https://github.com/dilyn-corner/KISS-kde,plasma/kwinft,
breeze,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/breeze,
drkonqi,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/drkonqi,
libksysguard,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/libksysguard,
khotkeys,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/khotkeys,
kscreen,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kscreen,
polkit-kde-agent-1,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/polkit-kde-agent-1,
kmenuedit,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kmenuedit,
kinfocenter,5.22.1 1,https://github.com/dilyn-corner/KISS-kde,plasma/kinfocenter,
tuigreet,git 1,https://github.com/dilyn-corner/KISS-kde,testing/tuigreet,
hack,3.003 1,https://github.com/dilyn-corner/KISS-kde,testing/hack,
greetd,git 1,https://github.com/dilyn-corner/KISS-kde,testing/greetd,
seatd,git 1,https://github.com/dilyn-corner/KISS-kde,testing/seatd,
wlgreet,git 1,https://github.com/dilyn-corner/KISS-kde,testing/wlgreet,
kget,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/kget,
elisa,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/elisa,
ktorrent,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/ktorrent,
kaffeine,2.0.18 1,https://github.com/dilyn-corner/KISS-kde,kde/kaffeine,
networkmanager,1.30.4 1,https://github.com/dilyn-corner/KISS-kde,kde/networkmanager,
sddm,0.19.0 1,https://github.com/dilyn-corner/KISS-kde,kde/sddm,
kate,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/kate,
gwenview,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/gwenview,
konsole,21.04.2 1,https://github.com/dilyn-corner/KISS-kde,kde/konsole,
dolphin,20.04.1 1,https://github.com/dilyn-corner/KISS-kde,kde/dolphin,
